protein_id	gene_symbol	mol_weight_kd	mol_weight
MADD	Madd	181.17854049999988	181178.5404999999	normal
MADD	Madd	176.43322789999993	176433.22789999994	normal
MADD	Madd	174.42999529999994	174429.99529999995	normal
MADD	Madd	174.6472651999999	174647.2651999999	normal
MADD	Madd	172.64403259999995	172644.03259999995	normal
MADD	Madd	181.0183601	181018.3601	normal
MADD	Madd	181.0183601	181018.3601	normal
AREG	Areg	27.548901600000036	27548.901600000037	normal
RBM44	Rbm44	112.28009360000098	112280.09360000098	normal
ABCD2	Abcd2	83.45643080000045	83456.43080000045	normal
TMPO	Tmpo	50.3721195000001	50372.1195000001	normal
TMPO	Tmpo	42.649820200000086	42649.82020000009	normal
TMPO	Tmpo	38.50109440000005	38501.09440000005	normal
TMPO	Tmpo	46.04949220000009	46049.49220000009	normal
TMPO	Tmpo	75.16737600000054	75167.37600000054	normal
MADD	Madd	123.35877820000061	123358.77820000061	normal
RAMP1	Ramp1	11.488281599999981	11488.28159999998	normal
RAMP1	Ramp1	11.46251739999998	11462.51739999998	normal
RAMP1	Ramp1	16.89177479999999	16891.77479999999	normal
NR1H3	Nr1h3	50.4172687000001	50417.2687000001	normal
NR1H3	Nr1h3	50.4172687000001	50417.2687000001	normal
NR1H3	Nr1h3	43.60358410000008	43603.58410000008	normal
NR1H3	Nr1h3	50.4172687000001	50417.2687000001	normal
CN725425	CN725425	73.81022060000028	73810.22060000028	normal
ACP2	Acp2	48.508165700000056	48508.165700000056	normal
ACP2	Acp2	49.486265500000066	49486.26550000007	normal
ACP2	Acp2	48.508165700000056	48508.165700000056	normal
DDB2	Ddb2	33.40775270000004	33407.75270000004	normal
DDB2	Ddb2	48.37478860000007	48374.78860000007	normal
FBLN2	Fbln2	126.49638060000058	126496.38060000057	normal
FBLN2	Fbln2	131.8324305000005	131832.4305000005	normal
RPGRIP1L	Rpgrip1l	144.99863590000038	144998.63590000037	normal
OLIG2	Olig2	32.40618040000002	32406.18040000002	normal
UBE2F	Ube2f	21.10973020000001	21109.73020000001	normal
UBE2F	Ube2f	21.10973020000001	21109.73020000001	normal
UBE2F	Ube2f	21.10973020000001	21109.73020000001	normal
UBE2F	Ube2f	21.10973020000001	21109.73020000001	normal
UBE2F	Ube2f	21.10973020000001	21109.73020000001	normal
ELAVL2	Elavl2	41.02222640000002	41022.22640000002	normal
ELAVL2	Elavl2	38.08774880000001	38087.74880000001	normal
ELAVL2	Elavl2	39.5765016	39576.5016	normal
ELAVL2	Elavl2	41.12925390000005	41129.253900000054	normal
ELAVL2	Elavl2	42.53092940000005	42530.929400000045	normal
ELAVL2	Elavl2	39.489424299999996	39489.4243	normal
ELAVL2	Elavl2	38.0006715	38000.671500000004	normal
ELAVL2	Elavl2	39.489424299999996	39489.4243	normal
ELAVL2	Elavl2	42.61800670000005	42618.00670000005	normal
PACSIN3	Pacsin3	48.58434640000014	48584.34640000014	normal
PACSIN3	Pacsin3	48.58434640000014	48584.34640000014	normal
PACSIN3	Pacsin3	48.58434640000014	48584.34640000014	normal
PACSIN3	Pacsin3	48.58434640000014	48584.34640000014	normal
ARFGAP2	Arfgap2	56.597714300000206	56597.7143000002	normal
ARFGAP2	Arfgap2	58.109436200000225	58109.43620000022	normal
SLC2A13	Slc2a13	69.06162150000033	69061.62150000033	normal
OLIG1	Olig1	27.14107029999999	27141.07029999999	normal
1110051M20RIK	1110051M20Rik	37.395259100000025	37395.259100000025	normal
1110051M20RIK	1110051M20Rik	37.549303600000044	37549.30360000004	normal
1110051M20RIK	1110051M20Rik	26.105409900000005	26105.409900000006	normal
SCLY	Scly	47.20334410000006	47203.34410000006	normal
FTO	Fto	58.00618060000014	58006.180600000145	normal
FTO	Fto	36.36594800000004	36365.94800000004	normal
FTO	Fto	55.39232770000011	55392.32770000011	normal
FTO	Fto	47.5922860000001	47592.2860000001	normal
ESPNL	Espnl	108.86688030000101	108866.88030000101	normal
ESPNL	Espnl	103.76527500000094	103765.27500000094	normal
MAGEB2	Mageb2	35.93566680000004	35935.66680000004	normal
MAGEB2	Mageb2	41.332728900000056	41332.72890000005	normal
KLHL30	Klhl30	64.60437350000016	64604.37350000016	normal
BTC	Btc	19.663846600000024	19663.846600000023	normal
ZIC1	Zic1	48.33034450000008	48330.34450000008	normal
ZIC1	Zic1	48.33034450000008	48330.34450000008	normal
WNT7A	Wnt7a	38.97350070000001	38973.50070000001	normal
ERFE	Erfe	36.264140600000026	36264.14060000003	normal
ZIC4	Zic4	36.978959600000074	36978.959600000075	normal
ZIC4	Zic4	36.978959600000074	36978.959600000075	normal
IFNAR2	Ifnar2	56.57770750000014	56577.707500000135	normal
IFNAR2	Ifnar2	27.754807400000015	27754.807400000016	normal
IFNAR2	Ifnar2	27.609450900000017	27609.450900000018	normal
ILKAP	Ilkap	42.773906300000064	42773.90630000006	normal
ILKAP	Ilkap	8.143996199999997	8143.996199999997	normal
ZIC4	Zic4	37.43642930000009	37436.42930000009	normal
TSHR	Tshr	23.107434500000025	23107.434500000025	normal
GM5072	Gm5072	38.42106460000008	38421.06460000008	normal
TSHR	Tshr	86.58245020000044	86582.45020000044	normal
TSHR	Tshr	27.678563700000012	27678.563700000013	normal
IL10RB	Il10rb	40.03070440000009	40030.70440000009	normal
HES6	Hes6	24.454036399999985	24454.036399999986	normal
PER2	Per2	135.89768910000055	135897.68910000054	normal
LRP4	Lrp4	211.95164929999942	211951.6492999994	normal
SSBP2	Ssbp2	37.84518319999997	37845.18319999997	normal
SSBP2	Ssbp2	34.99992949999997	34999.92949999997	normal
CHCHD4	Chchd4	15.524804599999994	15524.804599999994	normal
TMEM43	Tmem43	44.78280190000005	44782.80190000005	normal
GM8914	Gm8914	38.42106460000008	38421.06460000008	normal
IFNAR1	Ifnar1	65.79479500000024	65794.79500000023	normal
IFNAR1	Ifnar1	65.79479500000024	65794.79500000023	normal
XPC	Xpc	104.52074190000069	104520.74190000069	normal
TRAF3IP1	Traf3ip1	74.27693330000042	74276.93330000043	normal
TRAF3IP1	Traf3ip1	71.03655340000034	71036.55340000034	normal
LSM3	Lsm3	11.845271499999992	11845.271499999992	normal
LSM3	Lsm3	11.845271499999992	11845.271499999992	normal
PARM1	Parm1	30.66669230000001	30666.69230000001	normal
CKAP5	Ckap5	225.63300800000042	225633.0080000004	normal
ASB1	Asb1	37.23118160000001	37231.18160000001	normal
ASB1	Asb1	10.882805399999988	10882.805399999988	normal
ASB1	Asb1	33.40946110000003	33409.46110000003	normal
ASB1	Asb1	36.563467	36563.467000000004	normal
CKAP5	Ckap5	225.63300800000042	225633.0080000004	normal
CKAP5	Ckap5	223.5165960000005	223516.5960000005	normal
CKAP5	Ckap5	218.70503710000048	218705.03710000048	normal
IFNGR2	Ifngr2	37.47038090000004	37470.38090000004	normal
GTF2A1	Gtf2a1	41.61349950000003	41613.499500000034	normal
GTF2A1	Gtf2a1	37.25170449999997	37251.70449999996	normal
TMEM50B	Tmem50b	17.947623399999994	17947.623399999993	normal
1700084M14RIK	1700084M14Rik	8.844565099999993	8844.565099999993	normal
KIF2B	Kif2b	75.46777440000025	75467.77440000026	normal
DNAJC28	Dnajc28	44.87251099999999	44872.51099999999	normal
DNAJC28	Dnajc28	47.54165759999997	47541.65759999997	normal
GART	Gart	107.50224040000066	107502.24040000066	normal
GART	Gart	107.50224040000066	107502.24040000066	normal
F2	F2	70.26793180000017	70267.93180000017	normal
F2	F2	70.21088050000017	70210.88050000017	normal
GM14781	Gm14781	42.529190900000046	42529.190900000045	normal
STON2	Ston2	99.60989700000053	99609.89700000054	normal
GART	Gart	45.69706910000001	45697.06910000001	normal
GART	Gart	45.69706910000001	45697.06910000001	normal
STON2	Ston2	99.89252680000051	99892.52680000052	normal
ZFP408	Zfp408	77.83649670000032	77836.49670000032	normal
ZFP408	Zfp408	67.39666440000012	67396.66440000013	normal
SON	Son	268.81918610000133	268819.18610000133	normal
SON	Son	252.17724120000045	252177.24120000046	normal
SON	Son	265.64850030000116	265648.5003000012	normal
SON	Son	230.01960270000015	230019.60270000016	normal
SON	Son	50.18719000000007	50187.190000000075	normal
ARHGAP1	Arhgap1	50.41003560000008	50410.035600000076	normal
ARHGAP1	Arhgap1	54.436582000000094	54436.5820000001	normal
ARHGAP1	Arhgap1	50.41003560000008	50410.035600000076	normal
ARHGAP1	Arhgap1	50.41003560000008	50410.035600000076	normal
DLG2	Dlg2	97.92635660000064	97926.35660000064	normal
DLG2	Dlg2	101.89755620000066	101897.55620000066	normal
DLG2	Dlg2	99.34578780000066	99345.78780000066	normal
LRRK2	Lrrk2	284.7286449000027	284728.6449000027	normal
ATG13	Atg13	52.614851900000204	52614.851900000205	normal
ATG13	Atg13	56.440095400000224	56440.095400000224	normal
DONSON	Donson	55.83014840000005	55830.14840000005	normal
DONSON	Donson	54.25302760000007	54253.02760000007	normal
DONSON	Donson	61.98671940000019	61986.71940000019	normal
SLC6A6	Slc6a6	69.85520240000022	69855.20240000023	normal
CRYZL1	Cryzl1	38.725013800000035	38725.01380000004	normal
CRYZL1	Cryzl1	37.00709580000003	37007.09580000003	normal
CRYZL1	Cryzl1	21.554763400000017	21554.763400000018	normal
CRYZL1	Cryzl1	33.167461200000034	33167.461200000034	normal
CRYZL1	Cryzl1	25.322632800000015	25322.632800000014	normal
HARBI1	Harbi1	27.167057600000007	27167.057600000007	normal
HARBI1	Harbi1	38.71284250000004	38712.84250000004	normal
DLG2	Dlg2	83.94984040000051	83949.84040000051	normal
HARBI1	Harbi1	26.680273800000005	26680.273800000006	normal
CRYZL1	Cryzl1	3.4268708000000005	3426.8708000000006	normal
ITSN1	Itsn1	133.14248760000015	133142.48760000014	normal
ITSN1	Itsn1	137.20534549999994	137205.34549999994	normal
ITSN1	Itsn1	194.8946024999996	194894.6024999996	normal
ITSN1	Itsn1	194.2949239999996	194294.92399999962	normal
ITSN1	Itsn1	70.47054910000018	70470.54910000018	normal
ITSN1	Itsn1	136.60566699999995	136605.66699999996	normal
ITSN1	Itsn1	128.97035490000027	128970.35490000028	normal
ITSN1	Itsn1	129.57003340000026	129570.03340000025	normal
AMBRA1	Ambra1	133.1099217000006	133109.9217000006	normal
AMBRA1	Ambra1	129.87135430000058	129871.35430000059	normal
AMBRA1	Ambra1	135.89738030000052	135897.3803000005	normal
AMBRA1	Ambra1	142.87686300000036	142876.86300000036	normal
ACOT12	Acot12	61.76092730000017	61760.92730000017	normal
GRIP2	Grip2	112.26391530000099	112263.91530000098	normal
GRIP2	Grip2	107.64688250000091	107646.88250000091	normal
AMBRA1	Ambra1	129.87135430000058	129871.35430000059	normal
MAGEB5	Mageb5	42.54313130000004	42543.131300000045	normal
ZCCHC9	Zcchc9	30.487507399999995	30487.507399999995	normal
IRX3	Irx3	54.89221730000018	54892.217300000186	normal
IRX3	Irx3	52.6927009000002	52692.7009000002	normal
TWIST2	Twist2	18.124197599999984	18124.197599999985	normal
TWIST2	Twist2	18.124197599999984	18124.197599999985	normal
SEL1L	Sel1l	88.33937230000035	88339.37230000035	normal
SEL1L	Sel1l	82.42508470000033	82425.08470000033	normal
SEL1L	Sel1l	82.45605250000033	82456.05250000033	normal
SMGC	Smgc	12.632427699999987	12632.427699999987	normal
SMGC	Smgc	15.691602299999984	15691.602299999984	normal
SMGC	Smgc	74.38164250000057	74381.64250000057	normal
SMGC	Smgc	70.8338501000005	70833.8501000005	normal
CKMT2	Ckmt2	47.47277859999999	47472.77859999999	normal
CCDC174	Ccdc174	53.957050400000156	53957.05040000015	normal
RASGRF2	Rasgrf2	136.10744720000073	136107.44720000072	normal
ITSN1	Itsn1	31.858465900000017	31858.465900000017	normal
ITSN1	Itsn1	31.858465900000017	31858.465900000017	normal
4930590J08RIK	4930590J08Rik	104.2264572000007	104226.45720000069	normal
MUC19	Muc19	33.16586330000006	33165.86330000006	normal
4930590J08RIK	4930590J08Rik	104.2264572000007	104226.45720000069	normal
ATP5O	Atp5o	23.363281700000005	23363.281700000007	normal
CHRM4	Chrm4	52.972615400000066	52972.61540000007	normal
HDAC4	Hdac4	118.5607345000007	118560.7345000007	normal
MDK	Mdk	15.433807399999983	15433.807399999983	normal
MDK	Mdk	15.433807399999983	15433.807399999983	normal
MDK	Mdk	15.433807399999983	15433.807399999983	normal
MDK	Mdk	15.433807399999983	15433.807399999983	normal
HDAC4	Hdac4	118.5607345000007	118560.7345000007	normal
DGKZ	Dgkz	105.89930130000063	105899.30130000063	normal
DGKZ	Dgkz	104.03007870000057	104030.07870000057	normal
DGKZ	Dgkz	104.1475174000006	104147.5174000006	normal
DGKZ	Dgkz	125.12625100000064	125126.25100000063	normal
RCHY1	Rchy1	30.014198000000064	30014.198000000066	normal
RCHY1	Rchy1	25.253779800000004	25253.779800000004	normal
FGD5	Fgd5	166.85413600000075	166854.13600000076	normal
CREB3L1	Creb3l1	57.08691700000005	57086.91700000005	normal
FGD5	Fgd5	149.76056090000074	149760.56090000074	normal
ODAPH	Odaph	14.435289299999983	14435.289299999984	normal
CDKL2	Cdkl2	63.63987250000013	63639.87250000013	normal
CDKL2	Cdkl2	64.05497450000011	64054.97450000012	normal
CDKL2	Cdkl2	63.63987250000013	63639.87250000013	normal
CDKL2	Cdkl2	64.05497450000011	64054.97450000012	normal
PGLYRP3	Pglyrp3	38.50273850000002	38502.73850000002	normal
MAGEB1	Mageb1	35.93566680000004	35935.66680000004	normal
MAGEB1	Mageb1	41.316686500000046	41316.68650000005	normal
RASGRF2	Rasgrf2	58.87091220000013	58870.91220000013	normal
CNTN1	Cntn1	113.38702280000068	113387.02280000068	normal
G3BP2	G3bp2	50.78373830000005	50783.738300000055	normal
G3BP2	G3bp2	50.78373830000005	50783.738300000055	normal
G3BP2	G3bp2	54.08741540000007	54087.41540000007	normal
G3BP2	G3bp2	54.08741540000007	54087.41540000007	normal
G3BP2	G3bp2	54.08741540000007	54087.41540000007	normal
MRPS6	Mrps6	14.308437099999985	14308.437099999985	normal
GM49711	Gm49711	13.084206099999989	13084.206099999989	normal
SLC5A3	Slc5a3	79.58190230000042	79581.90230000042	normal
DLG2	Dlg2	54.74305380000006	54743.05380000006	normal
LOR	Lor	38.20006669999982	38200.06669999982	normal
NR2C2	Nr2c2	65.23863910000031	65238.639100000306	normal
NR2C2	Nr2c2	68.8436202000004	68843.6202000004	normal
PHF21A	Phf21a	67.06215990000021	67062.15990000022	normal
PHF21A	Phf21a	62.192852400000135	62192.852400000134	normal
PHF21A	Phf21a	72.64577320000033	72645.77320000033	normal
PHF21A	Phf21a	67.7764226000002	67776.42260000021	normal
MAGEB18	Mageb18	37.2029272000001	37202.9272000001	normal
MAGEB18	Mageb18	37.2029272000001	37202.9272000001	normal
PRR9	Prr9	12.797303199999995	12797.303199999995	normal
CNTN1	Cntn1	113.38702280000068	113387.02280000068	normal
LELP1	Lelp1	12.755045899999981	12755.045899999981	normal
USO1	Uso1	106.98202530000074	106982.02530000074	normal
USO1	Uso1	100.19348180000065	100193.48180000065	normal
IZUMO3	Izumo3	30.31383210000006	30313.832100000058	normal
CNTN1	Cntn1	113.38702280000068	113387.02280000068	normal
MRPS25	Mrps25	19.9201604	19920.1604	normal
PHF21A	Phf21a	70.88090790000031	70880.90790000031	normal
PHF21A	Phf21a	75.62208620000042	75622.08620000043	normal
PHF21A	Phf21a	62.192852400000135	62192.852400000134	normal
PHF21A	Phf21a	67.06215990000021	67062.15990000022	normal
RBSN	Rbsn	88.49042380000046	88490.42380000046	normal
PLSCR5	Plscr5	30.41138780000004	30411.38780000004	normal
MSH3	Msh3	123.40321570000067	123403.21570000067	normal
MSH3	Msh3	123.27508650000067	123275.08650000067	normal
SPRR2A1	Sprr2a1	9.408037599999998	9408.037599999998	normal
SPRR2A2	Sprr2a2	9.408037599999998	9408.037599999998	normal
PHF21A	Phf21a	75.62208620000042	75622.08620000043	normal
PPEF2	Ppef2	86.64405180000051	86644.05180000051	normal
PPEF2	Ppef2	86.64405180000051	86644.05180000051	normal
TRH	Trh	29.19447419999998	29194.474199999982	normal
PLSCR1	Plscr1	35.913502200000096	35913.5022000001	normal
PLSCR1	Plscr1	35.913502200000096	35913.5022000001	normal
SPRR2A2	Sprr2a2	9.408037599999998	9408.037599999998	normal
NAAA	Naaa	40.074397000000026	40074.397000000026	normal
NAAA	Naaa	39.80312390000002	39803.12390000002	normal
PLSCR2	Plscr2	34.051676500000056	34051.67650000006	normal
PLSCR2	Plscr2	34.051676500000056	34051.67650000006	normal
SDAD1	Sdad1	79.58609490000038	79586.09490000037	normal
SPRR2A3	Sprr2a3	9.408037599999998	9408.037599999998	normal
SDAD1	Sdad1	79.45792260000037	79457.92260000037	normal
SPRR2A3	Sprr2a3	9.408037599999998	9408.037599999998	normal
PLSCR2	Plscr2	19.295327099999984	19295.327099999984	normal
KCNE2	Kcne2	14.34825979999999	14348.25979999999	normal
KCNE2	Kcne2	14.34825979999999	14348.25979999999	normal
SMIM11	Smim11	6.3446065	6344.6065	normal
SMIM11	Smim11	6.3446065	6344.6065	normal
1700057G04RIK	1700057G04Rik	26.363517500000004	26363.517500000005	normal
SPRR2B	Sprr2b	10.708820899999996	10708.820899999995	normal
FAM243	Fam243	29.34739880000003	29347.398800000028	normal
CXCL9	Cxcl9	14.44391889999998	14443.91889999998	normal
ART3	Art3	42.1788382	42178.8382	normal
ART3	Art3	40.88821980000001	40888.219800000006	normal
SPRR2D	Sprr2d	9.243015499999995	9243.015499999994	normal
1700057G04RIK	1700057G04Rik	17.687662899999985	17687.662899999985	normal
KCNE1	Kcne1	14.577583999999987	14577.583999999988	normal
CXCL10	Cxcl10	10.788802299999986	10788.802299999987	normal
CXCL10	Cxcl10	10.249173899999988	10249.173899999989	normal
KCNE1	Kcne1	14.577583999999987	14577.583999999988	normal
MSH3	Msh3	18.1223698	18122.3698	normal
SPRR2E	Sprr2e	8.4058894	8405.8894	normal
DHFR	Dhfr	21.6057917	21605.7917	normal
IRX5	Irx5	54.185455000000076	54185.455000000075	normal
IRX5	Irx5	50.75453570000006	50754.53570000006	normal
CXCL11	Cxcl11	11.15235079999999	11152.35079999999	normal
LARGE2	Large2	79.6126163000004	79612.6163000004	normal
LARGE2	Large2	79.51348530000041	79513.48530000041	normal
LARGE2	Large2	82.33170430000044	82331.70430000043	normal
LARGE2	Large2	82.33170430000044	82331.70430000043	normal
LARGE2	Large2	75.43497760000035	75434.97760000035	normal
SPRR2F	Sprr2f	8.2707196	8270.7196	normal
PRICKLE2	Prickle2	95.78009320000072	95780.09320000072	normal
PRICKLE2	Prickle2	102.23256790000077	102232.56790000078	normal
PRICKLE2	Prickle2	95.78009320000072	95780.09320000072	normal
SPRR2G	Sprr2g	8.2958799	8295.8799	normal
PEX16	Pex16	38.676636800000004	38676.63680000001	normal
PRICKLE2	Prickle2	95.78009320000072	95780.09320000072	normal
1700029I15RIK	1700029I15Rik	11.063706999999988	11063.706999999988	normal
1700029I15RIK	1700029I15Rik	8.2687402	8268.7402	normal
MAPK8IP1	Mapk8ip1	77.0079057000004	77007.90570000041	normal
MAPK8IP1	Mapk8ip1	77.28130730000042	77281.30730000042	normal
SPRR2H	Sprr2h	11.71984019999999	11719.84019999999	normal
SPRR2H	Sprr2h	4.067740800000001	4067.7408000000014	normal
ART3	Art3	42.28240609999998	42282.40609999998	normal
ART3	Art3	43.350334199999985	43350.33419999998	normal
ART3	Art3	43.45070299999998	43450.70299999998	normal
ART3	Art3	47.01090539999998	47010.905399999974	normal
ART3	Art3	39.41363770000002	39413.637700000014	normal
RCAN1	Rcan1	28.136474500000006	28136.474500000004	normal
RCAN1	Rcan1	22.85052730000001	22850.52730000001	normal
RCAN1	Rcan1	22.70556330000001	22705.56330000001	normal
RCAN1	Rcan1	13.378007799999992	13378.007799999992	normal
RCAN1	Rcan1	13.378007799999992	13378.007799999992	normal
PDZRN4	Pdzrn4	114.06524580000077	114065.24580000076	normal
CRY2	Cry2	66.84959420000021	66849.59420000021	normal
SPRR2I	Sprr2i	8.355827400000003	8355.827400000002	normal
CRY2	Cry2	66.84959420000021	66849.59420000021	normal
NUP54	Nup54	55.731151600000054	55731.151600000056	normal
SPRR2J-PS	Sprr2j-ps	11.808435399999981	11808.43539999998	normal
ANKRD34B	Ankrd34b	55.41618600000009	55416.18600000009	normal
ANKRD34B	Ankrd34b	55.41618600000009	55416.18600000009	normal
GM9774	Gm9774	42.14669780000006	42146.69780000006	normal
GM9774	Gm9774	32.938806700000015	32938.806700000016	normal
SPRR2K	Sprr2k	7.5589575000000035	7558.957500000003	normal
SPRR1B	Sprr1b	16.63623099999998	16636.23099999998	normal
NDUFA10	Ndufa10	40.60293709999999	40602.93709999999	normal
SCARB2	Scarb2	54.043387300000084	54043.38730000008	normal
FAM151B	Fam151b	31.408234200000027	31408.234200000028	normal
SLC35C1	Slc35c1	39.966700200000076	39966.70020000008	normal
SLC35C1	Slc35c1	38.37374330000005	38373.74330000005	normal
SPRR3	Sprr3	25.241002899999984	25241.002899999985	normal
PLSCR4	Plscr4	36.578729200000076	36578.729200000074	normal
OLFR1416	Olfr1416	35.324689200000044	35324.689200000044	normal
OLFR1416	Olfr1416	35.324689200000044	35324.689200000044	normal
SPRR1A	Sprr1a	15.765126599999984	15765.126599999985	normal
ZFYVE16	Zfyve16	166.6686458000003	166668.6458000003	normal
OLFR1415	Olfr1415	35.18857440000002	35188.57440000002	normal
GM5941	Gm5941	13.246536999999979	13246.536999999978	normal
OLFR1415	Olfr1415	35.18857440000002	35188.57440000002	normal
OLFR1415	Olfr1415	8.189707699999998	8189.707699999997	normal
CLIC6	Clic6	62.88517130000009	62885.17130000009	normal
SPRR4	Sprr4	8.5036367	8503.6367	normal
OLFR1414	Olfr1414	35.15666520000002	35156.66520000002	normal
OLFR1414	Olfr1414	35.15666520000002	35156.66520000002	normal
2310046K23RIK	2310046K23Rik	9.59619	9596.19	normal
PLOD2	Plod2	84.48730220000034	84487.30220000034	normal
PLOD2	Plod2	86.90001840000036	86900.01840000036	normal
FAM47E	Fam47e	46.45060490000004	46450.604900000035	normal
CCDC90B	Ccdc90b	29.596400700000043	29596.400700000042	normal
CCDC90B	Ccdc90b	25.641913800000033	25641.913800000035	normal
IVL	Ivl	55.04539269999999	55045.39269999999	normal
OLFR1413	Olfr1413	35.49174030000003	35491.740300000034	normal
FAM47E	Fam47e	13.92496679999998	13924.96679999998	normal
FAM47E	Fam47e	6.4045361	6404.536099999999	normal
FAM47E	Fam47e	30.09918230000001	30099.18230000001	normal
FAM47E	Fam47e	23.0443648	23044.3648	normal
OLFR1413	Olfr1413	35.49174030000003	35491.740300000034	normal
SPZ1	Spz1	43.09060990000005	43090.60990000005	normal
ANKRD42	Ankrd42	58.5323060000001	58532.3060000001	normal
SMCP	Smcp	14.944561999999989	14944.561999999989	normal
SMCP	Smcp	14.944561999999989	14944.561999999989	normal
ANKRD42	Ankrd42	57.34500260000009	57345.002600000094	normal
OLFR1412	Olfr1412	34.86283010000001	34862.830100000014	normal
OLFR1412	Olfr1412	34.86283010000001	34862.830100000014	normal
OLFR1411	Olfr1411	35.16635530000003	35166.355300000025	normal
OLFR1411	Olfr1411	35.16635530000003	35166.355300000025	normal
OLFR1411	Olfr1411	35.16635530000003	35166.355300000025	normal
PDZRN4	Pdzrn4	88.63951440000045	88639.51440000045	normal
CHST1	Chst1	46.90336050000006	46903.36050000006	normal
RUNX1	Runx1	50.211685600000145	50211.68560000014	normal
STBD1	Stbd1	7.370187900000001	7370.187900000001	normal
STBD1	Stbd1	36.126617499999995	36126.61749999999	normal
RUNX1	Runx1	41.27290000000005	41272.90000000005	normal
2210017I01RIK	2210017I01Rik	10.131491399999993	10131.491399999994	normal
RUNX1	Runx1	48.58295020000012	48582.95020000012	normal
OLFR1410	Olfr1410	35.04126800000001	35041.26800000001	normal
OLFR1410	Olfr1410	35.04126800000001	35041.26800000001	normal
CCDC158	Ccdc158	126.82455380000074	126824.55380000074	normal
ANKRD42	Ankrd42	38.53191220000005	38531.91220000005	normal
ANKRD42	Ankrd42	37.31052800000003	37310.528000000035	normal
SERINC5	Serinc5	51.83050500000008	51830.50500000008	normal
OLFR12	Olfr12	36.179439600000045	36179.43960000004	normal
OLFR12	Olfr12	36.179439600000045	36179.43960000004	normal
LCE6A	Lce6a	8.893954099999998	8893.954099999999	normal
LCE6A	Lce6a	8.893954099999998	8893.954099999999	normal
COPS9	Cops9	10.853828199999992	10853.82819999999	normal
COPS9	Cops9	6.1966358	6196.6358	normal
PCF11	Pcf11	172.71814009999989	172718.14009999987	normal
OTOS	Otos	10.184487799999998	10184.487799999997	normal
LCE1A1	Lce1a1	13.578200399999993	13578.200399999992	normal
CCDC158	Ccdc158	40.954461700000095	40954.461700000094	normal
CCDC158	Ccdc158	40.954461700000095	40954.461700000094	normal
LCE1B	Lce1b	13.224934499999994	13224.934499999994	normal
PCF11	Pcf11	8.439303999999993	8439.303999999993	normal
LCE1A2	Lce1a2	14.042717399999994	14042.717399999994	normal
PCF11	Pcf11	8.439303999999993	8439.303999999993	normal
IRX6	Irx6	47.42223510000016	47422.23510000016	normal
IRX6	Irx6	47.35115720000015	47351.157200000154	normal
LCE1C	Lce1c	14.0196991	14019.6991	normal
SHROOM3	Shroom3	214.32280719999991	214322.80719999992	normal
SHROOM3	Shroom3	199.9589018000002	199958.9018000002	normal
NEDD1	Nedd1	71.29150600000031	71291.50600000031	normal
LCE1D	Lce1d	12.948641699999994	12948.641699999995	normal
LCE1E	Lce1e	13.792567999999994	13792.567999999994	normal
LCE1F	Lce1f	14.0387455	14038.745499999999	normal
GM38119	Gm38119	13.316698299999997	13316.698299999996	normal
RAB30	Rab30	23.057961200000012	23057.961200000012	normal
LCE1G	Lce1g	13.268879399999994	13268.879399999994	normal
THBS4	Thbs4	106.36530500000055	106365.30500000055	normal
LCE1H	Lce1h	13.305899499999992	13305.899499999992	normal
ADAMTS9	Adamts9	215.75133769999923	215751.33769999922	normal
ADAMTS9	Adamts9	149.84222680000016	149842.22680000015	normal
CFAP54	Cfap54	353.7558432000025	353755.8432000025	normal
CFAP54	Cfap54	361.00992560000253	361009.9256000025	normal
LCE1I	Lce1i	13.963617499999996	13963.617499999997	normal
LCE1J	Lce1j	13.258866199999996	13258.866199999997	normal
LCE1J	Lce1j	13.258866199999996	13258.866199999997	normal
LCE1K	Lce1k	12.201678299999992	12201.678299999992	normal
SHROOM3	Shroom3	195.42572110000026	195425.72110000026	normal
A730049H05RIK	A730049H05Rik	15.906440199999992	15906.440199999992	normal
RAB30	Rab30	23.057961200000012	23057.961200000012	normal
RAB30	Rab30	20.129557500000022	20129.55750000002	normal
KPRP	Kprp	71.73894570000022	71738.94570000021	normal
MMP2	Mmp2	74.10154250000036	74101.54250000036	normal
GPC1	Gpc1	61.35908960000014	61359.08960000014	normal
MTX3	Mtx3	34.8899291	34889.9291	normal
LCE1L	Lce1l	13.209962899999994	13209.962899999993	normal
LPCAT2	Lpcat2	60.2529981000001	60252.9981000001	normal
LPCAT2	Lpcat2	55.8707565000001	55870.7565000001	normal
SHROOM3	Shroom3	205.73337480000006	205733.37480000008	normal
DDIAS	Ddias	100.11260450000083	100112.60450000083	normal
2310050C09RIK	2310050C09Rik	29.144145099999996	29144.145099999994	normal
GM15737	Gm15737	11.819214799999987	11819.214799999987	normal
ANKMY1	Ankmy1	112.63867940000087	112638.67940000087	normal
ANKMY1	Ankmy1	112.56760150000086	112567.60150000086	normal
PRCP	Prcp	55.02642860000003	55026.42860000003	normal
PRCP	Prcp	51.063961200000065	51063.96120000006	normal
SHROOM3	Shroom3	195.42572110000026	195425.72110000026	normal
CAPNS2	Capns2	27.189542700000004	27189.542700000005	normal
DUSP28	Dusp28	17.504907799999987	17504.907799999986	normal
RNPEPL1	Rnpepl1	79.53388570000043	79533.88570000042	normal
